user_id,score,review,date
hs**1129,10,"정말 재미있게 딸아랑
봤습니다 짱이에요!!",2026.07.17
sh**861186,10,아이들 여름방학에 보기 좋은 스토리네요,2026.07.17
si**rim0301,10,재미있게 잘 보았습니다.,2026.07.17
ks**1234,10,토이스토리는 영원하라,2026.07.17
xt**ma85,6,토이스토리 광팬이라면 좋아하겠지만 그냥 팬이거나 추억보정으로 보는거라면 큰 감흥은 없다. 전자기기 중독? 이라는 나름 참신한? 주제를 냐세웠지만 그냥 그것뿐인 비슷한 스토리,2026.07.17
zo**h0320,10,교훈적이어서 참좋았어요~^^,2026.07.17
ry**osa2009,8,중간중간에 답답하긴했지만 넘 감동,2026.07.17
vi**et99yy,10,늦은 시간 영화보러 처음 갔는데 사람도 많고 토이스토리도 처음이었는데 앞에 몰라도 재밌었어요~,2026.07.17
do**chel82,10,너무 재미 있어요!!  추억이 새록새록 하네요,2026.07.17
en**sj1018,10,스토리도 좋고 재미도 있어요,2026.07.17
wh**e119,10,태블릿에 빠져있는 아이들에게 의미있는 장난감 얘기예요,2026.07.17
ke**re,10,언제나 잔잔한 감동이 있는 동심자극 토이스토리,2026.07.17
im**eeee67,10,존잼 힐링돼요 또 볼래요,2026.07.17
we**2588,10,아이들이 너무좋아합니다~,2026.07.17
bo**er35,10,아이들과 같이 보기좋은 가족영화에요 잔잔한 스토리도 있고요,2026.07.17
tt**g2010,10,재밋다 재밋다 ㅜㅠㅠㅜㅠㅜ,2026.07.17
il**ejm0605,10,현대사회의 문제를 잘관통한 영화라고생각합니다,2026.07.17
id**m8371,7,어린이도 감동했습니다,2026.07.17
dk**sdid,10,진짜 토이스토리는 매번 최고입니다,2026.07.17
Eu**ul1163,10,토이스토리4보다  재밌음..  토이스토리5는 약간 친구 관계와 태블릿의 무서움(?)을 알려주는 영화,2026.07.17
ro**star01,10,우디 정수리 탈모가 너무 슬프네요,2026.07.17
so**4190,10,성인인데두 너무 조아써여,2026.07.17
jl**eluck7,10,그냥 사랑해 인형들아,2026.07.17
a2**216158,10,재밌었구 토이스토리 오랜만,2026.07.17
ho**3632,10,"너무 재밌게 봤고, 시즌6이 기대되네요ㅎㅎ",2026.07.17
po**2210,8,낡은 우디 맘아프네..,2026.07.17
hy**in00,10,토이스토리는 언제나 옳다,2026.07.17
sh**8326,10,약간 아쉬운 연출이 있었긴 하지만 그래도 재미있었어요,2026.07.17
kj**ry77,8,인형에서 장난감의 유익을 찾다 신식구식 상관없이 사람을 위로하고 그들의 행복에서 자신의 삶의 보람을 찾는 인형들의 이야기? 토이스토리!,2026.07.17
he**9332,8,1편부터 몰아보기 다시 해야지,2026.07.17
do**om77,10,재미와 감동 가족모두의 영화!!!,2026.07.17
jj**00441166,9,오랜만에 보니 재밌었네요 여자친구랑보니 좋아합니다,2026.07.17
be**akgy,10,재미있어요 재미있어요,2026.07.17
nl**hs35,10,아이랑 재밌게 봤어요. 앞전 스토리몰라도 볼만해요,2026.07.17
ma**imy0213,10,아들이랑 즐겁고 재미있게 관람 했어요,2026.07.17
ku**hk77,8,아이가 넘 좋아해요,2026.07.17
se**in0221,10,아이들이 재미있다고합니다,2026.07.17
yu**eg333,10,무겁지않게 풀어낸 문제,2026.07.17
ca**adiam07,10,가볍게 보기 좋은 영화입니다. 재밌어요,2026.07.17
ks**2325,10,감동적인  영화 였어요,2026.07.17
cr**0178,10,요즘 세상에 주는 메세지가 있네요. 잔잔하지만 잘 봤어요,2026.07.17
sk**n1234,10,"재밌어요,지금시대에 꼭필요한영화입니다.",2026.07.17
se**y7508,10,요즘 아이들의 일상을 이야기 보여주면서 어떻게 알려줘야되는지 영화를 보고 많은 생각을 하게 되었다,2026.07.17
Ga**i3031204,10,토이스토리 사랑해ㅐㅐ,2026.07.17
hy**jin8,10,님자친구랑 봤는데 재밌으면서 약간 로맨스라서 좋았어여,2026.07.17
hl**ole0211,9,스토리도 좋앗고 되게 감동적이엇음ㅠㅠ,2026.07.17
HA**N1113,10,영원히친구하자내가손안놓을게,2026.07.17
zz**382561,10,정필이랑 토이스토리 6도 보기러 했음 ㅎ,2026.07.17
je**hy0801,10,동심을 지켜주는 영화,2026.07.17
si**o110214,10,재밋엇다 연기가 볼만함,2026.07.16
